County,Total_All_Schools,TXST,UT Austin,Texas A&M,Texas Tech,Stephen F. Austin,UTSA,UNT,UH,Has_Data,Dominant_School,Dominant_Enrollment,Dominant_Share,TXST_Market_Share,College_Ready_Rate,TSI_Ready_Rate,Participation_Rate,High_Academic_Performance,Low_TXST_Presence,Large_Market,High_Participation,Prime_Target,Academic_Score,Market_Score,TXST_Gap_Score,Participation_Score,Strategic_Opportunity_Score,Opportunity_Tier
NAVARRO,1813.0,10.0,26.0,38.0,0.0,0.0,0.0,27.0,0.0,True,Texas A&M,38.0,2.095973524544953,0.5515719801434087,7.414285714285714,18.957142857142856,70.54285714285714,False,True,False,True,False,14.828571428571427,63.104330010880616,99.44842801985659,70.54285714285714,51.80669889294978,Tier 5: Maintain/Monitor
BAILEY,177.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,True,Texas Tech,16.0,9.03954802259887,0.0,11.7,16.9,92.8,False,True,False,True,False,23.4,43.579948968751765,100.0,92.8,51.71398469062553,Tier 5: Maintain/Monitor
CHEROKEE,1324.0,0.0,0.0,9.0,0.0,58.0,0.0,0.0,0.0,True,Stephen F. Austin,58.0,4.380664652567976,0.0,7.8,13.14,72.24,False,True,False,True,False,15.6,60.462495225315614,100.0,72.24,51.60274856759469,Tier 5: Maintain/Monitor
LIPSCOMB,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No Data,0.0,0.0,0.0,22.0,18.15,80.95,False,True,False,True,False,44.0,19.36525134154489,100.0,80.95,51.504575402463466,Tier 5: Maintain/Monitor
ROBERTSON,307.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,True,Texas A&M,39.0,12.703583061889251,0.0,14.575,30.825,53.54,False,True,False,False,False,29.15,48.191410101212725,100.0,53.54,51.471423030363816,Tier 5: Maintain/Monitor
FANNIN,736.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,True,Texas A&M,5.0,0.6793478260869565,0.0,11.4,23.85,56.625,False,True,False,False,False,22.8,55.52922861609885,100.0,56.625,51.44126858482966,Tier 5: Maintain/Monitor
LEE,501.0,6.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,True,Texas A&M,69.0,13.77245508982036,1.1976047904191618,9.45,23.7,83.2,False,True,False,True,False,18.9,52.299806281557856,98.80239520958084,83.2,51.330420926383525,Tier 5: Maintain/Monitor
HALE,1146.0,0.0,0.0,0.0,161.0,0.0,0.0,0.0,0.0,True,Texas Tech,161.0,14.048865619546246,0.0,7.3,11.525,77.06,False,True,False,True,False,14.6,59.2492145830542,100.0,77.06,51.320764374916266,Tier 5: Maintain/Monitor
COLEMAN,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No Data,0.0,0.0,0.0,12.633333333333336,21.433333333333337,80.89999999999999,False,True,False,True,False,25.26666666666667,43.19320396696797,100.0,80.89999999999999,51.15462785675706,Tier 5: Maintain/Monitor
JONES,555.0,0.0,0.0,0.0,17.0,0.0,0.0,5.0,0.0,True,Texas Tech,17.0,3.063063063063063,0.0,10.0,14.475,71.44000000000001,False,True,False,True,False,20.0,53.159063290325506,100.0,71.44000000000001,51.09171898709765,Tier 5: Maintain/Monitor
JASPER,987.0,10.0,0.0,17.0,0.0,68.0,0.0,8.0,0.0,True,Stephen F. Austin,68.0,6.889564336372847,1.0131712259371837,7.966666666666666,15.7,75.11999999999999,False,True,False,True,False,15.933333333333334,57.994220938776444,98.98682877406281,75.11999999999999,51.08096536977883,Tier 5: Maintain/Monitor
LAMB,445.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,True,Texas Tech,12.0,2.696629213483146,0.0,10.025,13.875,75.62,False,True,False,True,False,20.05,51.305035426876955,100.0,75.62,50.97351062806308,Tier 5: Maintain/Monitor
GRAY,499.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,True,Texas Tech,43.0,8.617234468937877,0.0,8.1,14.15,87.60000000000001,False,True,False,True,False,16.2,52.266232497257505,100.0,87.60000000000001,50.91986974917725,Tier 5: Maintain/Monitor
BASTROP,2282.0,365.0,167.0,165.0,24.0,0.0,50.0,10.0,5.0,True,TXST,365.0,15.994741454864153,15.994741454864153,6.725,18.15,89.675,False,False,True,True,False,13.449999999999998,65.03831110807272,84.00525854513585,89.675,50.66004504144898,Tier 5: Maintain/Monitor
DEWITT,701.0,52.0,0.0,35.0,0.0,0.0,18.0,0.0,0.0,True,TXST,52.0,7.417974322396577,7.417974322396577,10.45,19.2,71.2,False,True,False,True,False,20.9,55.12003357916072,92.58202567760343,71.2,50.532415209268905,Tier 5: Maintain/Monitor
HARDEMAN,95.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,True,Texas Tech,5.0,5.263157894736842,0.0,20.0,20.0,29.799999999999997,False,True,False,False,False,40.0,38.387180654925345,100.0,29.799999999999997,50.4961541964776,Tier 5: Maintain/Monitor
JIM WELLS,652.0,12.0,0.0,10.0,0.0,0.0,35.0,0.0,0.0,True,UTSA,35.0,5.368098159509203,1.8404907975460123,12.466666666666669,13.466666666666669,44.675,False,True,False,False,False,24.933333333333337,54.51150126001952,98.15950920245399,44.675,50.42618555182999,Tier 5: Maintain/Monitor
RAINS,253.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,True,UNT,9.0,3.557312252964427,0.0,16.7,30.6,30.8,False,True,False,False,False,33.4,46.57020935696664,100.0,30.8,50.41106280708999,Tier 5: Maintain/Monitor
MCCULLOCH,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No Data,0.0,0.0,0.0,12.4,18.5,88.95,False,True,False,True,False,24.8,38.47433399234287,100.0,88.95,50.35730019770286,Tier 5: Maintain/Monitor
HENDERSON,860.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,True,Texas A&M,10.0,1.162790697674419,0.0,8.620000000000001,15.8,64.02857142857142,False,True,False,False,False,17.240000000000002,56.83707371612636,100.0,64.02857142857142,50.349979257695054,Tier 5: Maintain/Monitor
SWISHER,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No Data,0.0,0.0,0.0,11.25,19.1,90.46666666666664,False,True,False,True,False,22.5,40.87210021882337,100.0,90.46666666666664,50.30829673231368,Tier 5: Maintain/Monitor
YOAKUM,354.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No Data,0.0,0.0,0.0,13.0,12.05,50.9,False,True,False,False,False,26.0,49.38581303524598,100.0,50.9,50.305743910573796,Tier 5: Maintain/Monitor
RED RIVER,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No Data,0.0,0.0,0.0,13.85,20.4,72.35,False,True,False,True,False,27.699999999999996,39.90593161742644,100.0,72.35,50.28677948522793,Tier 5: Maintain/Monitor
TRINITY,287.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,True,Stephen F. Austin,10.0,3.484320557491289,0.0,10.95,24.8,72.2,False,True,False,True,False,21.9,47.626753672964874,100.0,72.2,50.26802610188946,Tier 5: Maintain/Monitor
WINKLER,197.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,True,Texas Tech,5.0,2.538071065989848,0.0,11.7,19.799999999999997,74.65,False,True,False,True,False,23.4,44.475498656791565,100.0,74.65,50.167649597037475,Tier 5: Maintain/Monitor
ATASCOSA,1345.0,43.0,0.0,57.0,41.0,0.0,103.0,0.0,0.0,True,UTSA,103.0,7.657992565055761,3.197026022304833,8.125,21.975,58.779999999999994,False,True,False,False,False,16.25,60.59474404374969,96.80297397769516,58.779999999999994,49.917018008663945,Tier 5: Maintain/Monitor
PECOS,331.0,0.0,0.0,0.0,19.0,0.0,27.0,0.0,0.0,True,UTSA,27.0,8.157099697885197,0.0,11.0,15.833333333333334,63.56666666666666,False,True,False,False,False,22.0,48.8224726576695,100.0,63.56666666666666,49.80340846396752,Tier 5: Maintain/Monitor
MITCHELL,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No Data,0.0,0.0,0.0,14.133333333333333,19.066666666666663,55.0,False,True,False,False,False,28.26666666666667,43.14358599532997,100.0,55.0,49.74974246526566,Tier 5: Maintain/Monitor
MORRIS,345.0,5.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,True,Stephen F. Austin,9.0,2.608695652173913,1.4492753623188406,10.65,11.95,67.45,False,True,False,False,False,21.3,49.16984682843139,98.55072463768116,67.45,49.72609897606566,Tier 5: Maintain/Monitor
KINNEY,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No Data,0.0,0.0,0.0,9.5,28.6,100.0,False,True,False,True,False,19.0,40.05093903374403,100.0,100.0,49.61528171012321,Tier 5: Maintain/Monitor
PRESIDIO,239.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No Data,0.0,0.0,0.0,8.8,13.6,86.4,False,True,False,True,False,17.6,46.09338894171591,100.0,86.4,49.50801668251477,Tier 5: Maintain/Monitor
DUVAL,443.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,True,UTSA,5.0,1.1286681715575622,0.0,8.0,10.55,76.33333333333333,False,True,False,True,False,16.0,51.26723661359524,100.0,76.33333333333333,49.413504317411906,Tier 5: Maintain/Monitor
ARANSAS,471.0,34.0,0.0,29.0,0.0,5.0,29.0,0.0,0.0,True,TXST,34.0,7.218683651804671,7.218683651804671,7.2,19.3,94.8,False,True,False,True,False,14.400000000000002,51.78155887626199,92.78131634819533,94.8,49.33073093251767,Tier 5: Maintain/Monitor
GONZALES,502.0,66.0,6.0,35.0,0.0,0.0,31.0,0.0,0.0,True,TXST,66.0,13.147410358565736,13.147410358565736,12.233333333333334,12.966666666666669,63.666666666666664,False,False,False,False,False,24.46666666666667,52.316543046879026,86.85258964143426,63.666666666666664,49.218814175683896,Tier 5: Maintain/Monitor
TERRY,223.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,True,Texas Tech,8.0,3.587443946188341,0.0,9.35,11.45,80.39999999999999,False,True,False,True,False,18.7,45.513143590008866,100.0,80.39999999999999,49.17394307700266,Tier 5: Maintain/Monitor
CALHOUN,591.0,23.0,15.0,41.0,0.0,0.0,0.0,0.0,0.0,True,Texas A&M,41.0,6.937394247038917,3.8917089678511,12.0,22.0,42.0,False,True,False,False,False,24.0,53.68670665031004,96.1082910321489,42.0,49.1276702015228,Tier 5: Maintain/Monitor
BURLESON,409.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,True,Texas A&M,57.0,13.93643031784841,0.0,8.950000000000001,16.400000000000002,67.76666666666667,False,True,False,False,False,17.900000000000002,50.59721608650869,100.0,67.76666666666667,49.11583149261928,Tier 5: Maintain/Monitor
UPTON,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No Data,0.0,0.0,0.0,9.1,13.6,100.0,False,True,False,True,False,18.2,39.299526923327946,100.0,100.0,49.069858076998386,Tier 5: Maintain/Monitor
KIMBLE,104.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,True,Texas Tech,5.0,4.807692307692308,0.0,14.3,28.6,58.3,False,True,False,False,False,28.6,39.140838785330295,100.0,58.3,49.012251635599085,Tier 5: Maintain/Monitor
COKE,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No Data,0.0,0.0,0.0,15.25,21.5,95.0,False,True,False,True,False,30.5,24.30866756345621,100.0,95.0,48.99260026903686,Tier 5: Maintain/Monitor
NEWTON,233.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,10.0,True,Stephen F. Austin,19.0,8.15450643776824,0.0,9.566666666666666,9.666666666666666,75.2,False,True,False,True,False,19.133333333333333,45.8804605611212,100.0,75.2,48.9374715016697,Tier 5: Maintain/Monitor
POLK,853.0,5.0,11.0,49.0,0.0,53.0,0.0,0.0,0.0,True,Stephen F. Austin,53.0,6.213364595545135,0.5861664712778429,4.233333333333333,15.55,86.14999999999999,False,True,False,True,False,8.466666666666667,56.76841846304259,99.41383352872215,86.14999999999999,48.91495891132387,Tier 5: Maintain/Monitor
LYNN,192.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,True,Texas Tech,32.0,16.666666666666664,0.0,8.1,21.8,90.6,False,True,False,True,False,16.2,44.26039174444052,100.0,90.6,48.818117523332155,Tier 5: Maintain/Monitor
GAINES,425.0,5.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,True,Texas Tech,34.0,8.0,1.1764705882352942,11.25,32.1,46.0,False,True,False,False,False,22.5,50.91917776649494,98.82352941176471,46.0,48.64045921230142,Tier 5: Maintain/Monitor
PARMER,333.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,True,Texas Tech,13.0,3.903903903903904,0.0,8.266666666666667,16.96666666666667,73.475,False,True,False,True,False,16.533333333333335,48.87298465214183,100.0,73.475,48.622728728975886,Tier 5: Maintain/Monitor
VICTORIA,1969.0,120.0,60.0,96.0,0.0,0.0,75.0,0.0,5.0,True,TXST,120.0,6.094464195022854,6.094464195022854,8.25,20.55,40.9,False,True,False,False,False,16.5,63.79816650585012,93.90553580497715,40.9,48.61055711275047,Tier 5: Maintain/Monitor
CAMP,436.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,True,Texas A&M,5.0,1.146788990825688,0.0,8.4,25.3,64.6,False,True,False,False,False,16.8,51.13358668961584,100.0,64.6,48.52007600688475,Tier 5: Maintain/Monitor
COLORADO,761.0,21.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,True,Texas A&M,30.0,3.942181340341656,2.759526938239159,6.333333333333333,19.466666666666665,72.06666666666666,False,True,False,True,False,12.666666666666664,55.809782375006165,97.24047306176084,72.06666666666666,48.464362658187355,Tier 5: Maintain/Monitor
PALO PINTO,236.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,True,Texas Tech,7.0,2.9661016949152543,0.0,12.35,29.45,46.48,False,True,False,False,False,24.7,45.987598593403675,100.0,46.48,48.324279578021105,Tier 5: Maintain/Monitor
WALLER,1505.0,70.0,27.0,124.0,10.0,0.0,12.0,0.0,21.0,True,Texas A&M,124.0,8.23920265780731,4.651162790697675,4.366666666666666,11.333333333333334,70.2,False,True,False,True,False,8.733333333333333,61.539379299597385,95.34883720930233,70.2,48.04491456507302,Tier 5: Maintain/Monitor
REAGAN,114.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,True,Texas Tech,5.0,4.385964912280701,0.0,7.5,7.5,100.0,False,True,False,True,False,15.0,39.90593161742644,100.0,100.0,47.971779485227934,Tier 5: Maintain/Monitor
HUTCHINSON,362.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,True,Texas Tech,21.0,5.801104972375691,0.0,7.033333333333334,13.633333333333336,73.53333333333333,False,True,False,True,False,14.066666666666668,49.57323520471023,100.0,73.53333333333333,47.85197056141307,Tier 5: Maintain/Monitor
SHACKELFORD,74.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,True,Texas Tech,18.0,24.324324324324326,0.0,11.6,37.2,74.3,False,True,False,True,False,23.2,36.311032646374976,100.0,74.3,47.603309793912494,Tier 5: Maintain/Monitor
IRION,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No Data,0.0,0.0,0.0,13.0,26.1,100.0,False,True,False,True,False,26.0,23.827952625423084,100.0,100.0,47.54838578762693,Tier 5: Maintain/Monitor
DIMMIT,433.0,17.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,True,UTSA,39.0,9.006928406466514,3.9260969976905313,10.9,19.6,41.4,False,True,False,False,False,21.8,51.07565152275302,96.07390300230946,41.4,47.3974760572878,Tier 5: Maintain/Monitor
SHERMAN,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No Data,0.0,0.0,0.0,10.3,24.1,76.3,False,True,False,True,False,20.6,38.299114700524854,100.0,76.3,47.35973441015746,Tier 5: Maintain/Monitor
SCHLEICHER,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No Data,0.0,0.0,0.0,7.9,18.4,100.0,False,True,False,True,False,15.8,36.198142068178555,100.0,100.0,47.179442620453564,Tier 5: Maintain/Monitor
STEPHENS,260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No Data,0.0,0.0,0.0,8.8,19.1,60.7,False,True,False,False,False,17.6,46.79885082676437,100.0,60.7,47.14965524802931,Tier 5: Maintain/Monitor
STERLING,57.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,True,Texas Tech,12.0,21.052631578947366,0.0,10.0,13.3,88.2,False,True,False,True,False,20.0,34.14922631806248,100.0,88.2,47.06476789541875,Tier 5: Maintain/Monitor
MATAGORDA,665.0,19.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,True,TXST,19.0,2.857142857142857,2.857142857142857,8.333333333333334,18.65,45.525,False,True,False,False,False,16.666666666666668,54.677288104257606,97.14285714285714,45.525,47.05092452651538,Tier 5: Maintain/Monitor
MARION,203.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,True,Stephen F. Austin,10.0,4.926108374384237,0.0,13.0,30.4,30.3,False,True,False,False,False,26.0,44.72656869821694,100.0,30.3,46.84797060946508,Tier 5: Maintain/Monitor
WILLACY,747.0,0.0,0.0,5.0,0.0,0.0,12.0,0.0,0.0,True,UTSA,12.0,1.6064257028112447,0.0,2.0,2.9,82.825,False,True,False,True,False,4.0,55.65382677351277,100.0,82.825,46.578648032053835,Tier 5: Maintain/Monitor
CRANE,231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No Data,0.0,0.0,0.0,8.7,17.4,56.1,False,True,False,False,False,17.4,45.80826937281681,100.0,56.1,46.31248081184504,Tier 5: Maintain/Monitor
REFUGIO,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No Data,0.0,0.0,0.0,6.933333333333334,21.433333333333337,64.63333333333334,False,True,False,False,False,13.866666666666665,45.58790160934136,100.0,64.63333333333334,45.6863704828024,Tier 5: Maintain/Monitor
FLOYD,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No Data,0.0,0.0,0.0,9.1,10.35,48.8,False,True,False,False,False,18.2,45.01031393558289,100.0,48.8,45.66309418067487,Tier 5: Maintain/Monitor
FRIO,360.0,9.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,True,UTSA,12.0,3.3333333333333335,2.5,10.95,10.8,25.299999999999997,False,True,False,False,False,21.9,49.52676977271426,97.5,25.299999999999997,45.648030931814276,Tier 5: Maintain/Monitor
DICKENS,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No Data,0.0,0.0,0.0,9.1,9.1,100.0,False,True,False,True,False,18.2,27.718719054118573,100.0,100.0,45.59561571623557,Tier 5: Maintain/Monitor
FALLS,333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No Data,0.0,0.0,0.0,5.85,8.25,62.53333333333333,False,True,False,False,False,11.7,48.87298465214183,100.0,62.53333333333333,45.59522872897588,Tier 5: Maintain/Monitor
SAN AUGUSTINE,138.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,True,Stephen F. Austin,7.0,5.072463768115942,0.0,12.65,10.5,29.5,False,True,False,False,False,25.3,41.500020235571164,100.0,29.5,45.52000607067135,Tier 5: Maintain/Monitor
SAN JACINTO,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No Data,0.0,0.0,0.0,7.550000000000001,15.55,58.2,False,True,False,False,False,15.100000000000001,43.579948968751765,100.0,58.2,44.93398469062553,Tier 5: Maintain/Monitor
ZAPATA,639.0,7.0,0.0,5.0,0.0,0.0,18.0,0.0,0.0,True,UTSA,18.0,2.8169014084507045,1.0954616588419406,1.6,3.2,75.3,False,True,False,True,False,3.2,54.342380505807874,98.90453834115806,75.3,44.89362181997397,Tier 5: Maintain/Monitor
COCHRAN,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No Data,0.0,0.0,0.0,6.5,9.7,96.45,False,True,False,True,False,13.0,33.39103559698016,100.0,96.45,44.86231067909405,Tier 5: Maintain/Monitor
JIM HOGG,232.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,True,UTSA,5.0,2.1551724137931036,0.0,1.3,6.4,95.1,False,True,False,True,False,2.6,45.84444242556335,100.0,95.1,44.303332727669,Tier 5: Maintain/Monitor
SUTTON,193.0,5.0,0.0,0.0,13.0,0.0,6.0,0.0,0.0,True,Texas Tech,13.0,6.7357512953367875,2.5906735751295336,4.9,7.3,74.5,False,True,False,True,False,9.8,44.30385551972003,97.40932642487047,74.5,44.14302194089011,Tier 5: Maintain/Monitor
REEVES,335.0,5.0,0.0,0.0,32.0,0.0,5.0,0.0,0.0,True,Texas Tech,32.0,9.55223880597015,1.4925373134328357,0.7,2.0,89.35,False,True,False,True,False,1.4,48.92319508067123,98.50746268656717,89.35,43.87345106151481,Tier 5: Maintain/Monitor
CROSBY,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No Data,0.0,0.0,0.0,5.0,5.0,78.7,False,True,False,True,False,10.0,38.56059343362326,100.0,78.7,43.43817803008697,Tier 5: Maintain/Monitor
WARD,326.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,True,Texas Tech,17.0,5.214723926380368,0.0,2.6,11.3,66.95,False,True,False,False,False,5.2,48.694849240583295,100.0,66.95,43.383454772174986,Tier 5: Maintain/Monitor
DEAF SMITH,268.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,True,Texas Tech,23.0,8.582089552238806,0.0,6.7,10.5,39.0,False,True,False,False,False,13.4,47.05276359993839,100.0,39.0,43.375829079981514,Tier 5: Maintain/Monitor
GOLIAD,278.0,20.0,0.0,17.0,0.0,0.0,5.0,0.0,0.0,True,TXST,20.0,7.194244604316546,7.194244604316546,4.8,23.8,64.3,False,True,False,False,False,9.6,47.35974007833186,92.80575539568345,64.3,43.039073102636245,Tier 5: Maintain/Monitor
CALDWELL,773.0,185.0,39.0,39.0,0.0,0.0,28.0,0.0,0.0,True,TXST,185.0,23.93272962483829,23.93272962483829,4.2,12.8,70.39999999999999,False,False,False,True,False,8.4,55.941194764240066,76.06727037516171,70.39999999999999,42.39581250430436,Tier 5: Maintain/Monitor
LA SALLE,185.0,0.0,5.0,0.0,0.0,0.0,13.0,0.0,0.0,True,UTSA,13.0,7.027027027027027,0.0,1.4,4.1,77.9,False,True,False,True,False,2.8,43.9496885876695,100.0,77.9,42.09490657630085,Tier 5: Maintain/Monitor
HUDSPETH,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No Data,0.0,0.0,0.0,3.7,18.5,74.36666666666666,False,True,False,True,False,7.400000000000001,33.54824058149573,100.0,74.36666666666666,40.461138841115385,Tier 5: Maintain/Monitor
SABINE,198.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,True,Stephen F. Austin,17.0,8.585858585858585,0.0,2.9,10.65,46.3,False,True,False,False,False,5.8,44.51786762195767,100.0,46.3,40.3053602865873,Tier 5: Maintain/Monitor
