District,DistName,County,CntyName,Region,RegnName,Grads_Mskd,Exnees_Mskd,Part_Rate,Crit_Mskd,Above_Crit_Rate,TSI_Both_Mskd,Above_TSI_Both_Rate,Year
1902,Cayuga ISD,1,Anderson County,7,Kilgore,<50,<50,100.0,<25,2.7,<25,24.3,2024
1903,Elkhart ISD,1,Anderson County,7,Kilgore,<75,<50,36.2,<25,8.0,<25,32.0,2024
1904,Frankston ISD,1,Anderson County,7,Kilgore,<50,<50,100.0,<25,8.3,<25,16.7,2024
1906,Neches ISD,1,Anderson County,7,Kilgore,<25,<25,63.2,<25,8.3,<25,66.7,2024
1907,Palestine ISD,1,Anderson County,7,Kilgore,<250,<100,34.9,<50,32.1,<50,60.5,2024
1908,Westwood ISD,1,Anderson County,7,Kilgore,<100,<75,53.7,<25,15.7,<25,19.6,2024
1909,Slocum ISD,1,Anderson County,7,Kilgore,<25,<25,61.1,<25,18.2,<25,45.5,2024
2901,Andrews ISD,2,Andrews County,18,Midland,259,122,47.1,21,17.2,41,33.6,2024
3801,Pineywoods Community Academy,3,Angelina County,7,Kilgore,<75,<25,29.8,<25,5.9,<25,17.6,2024
3902,Hudson ISD,3,Angelina County,7,Kilgore,178,89,50.0,31,34.8,49,55.1,2024
3903,Lufkin ISD,3,Angelina County,7,Kilgore,499,431,86.4,59,13.7,97,22.5,2024
3904,Huntington ISD,3,Angelina County,7,Kilgore,<150,<50,31.2,<25,25.6,<25,53.8,2024
3905,Diboll ISD,3,Angelina County,7,Kilgore,<150,<75,56.7,<25,2.8,<25,13.9,2024
3906,Zavalla ISD,3,Angelina County,7,Kilgore,<25,<25,29.4,<25,,<25,40.0,2024
3907,Central ISD,3,Angelina County,7,Kilgore,<125,<75,70.9,<25,13.7,<25,32.9,2024
4901,Rockport-Fulton ISD,4,Aransas County,2,Corpus Christi,<200,<200,94.8,<25,7.2,<50,19.3,2024
5901,Archer City ISD,5,Archer County,9,Wichita Falls,<50,<50,100.0,<25,8.3,<25,11.1,2024
5902,Holliday ISD,5,Archer County,9,Wichita Falls,89,60,67.4,22,36.7,38,63.3,2024
5904,Windthorst ISD,5,Archer County,9,Wichita Falls,<50,<50,88.2,<25,16.7,<25,33.3,2024
6902,Claude ISD,6,Armstrong County,16,Amarillo,<25,<25,100.0,<25,13.6,<25,36.4,2024
7901,Charlotte ISD,7,Atascosa County,20,San Antonio,<50,<25,65.5,<25,,<25,,2024
7902,Jourdanton ISD,7,Atascosa County,20,San Antonio,<100,<100,81.4,<25,10.1,<25,24.1,2024
7904,Lytle ISD,7,Atascosa County,20,San Antonio,<125,<50,24.8,<25,3.8,<25,15.4,2024
7905,Pleasanton ISD,7,Atascosa County,20,San Antonio,<225,<150,66.8,<25,11.7,<75,35.9,2024
7906,Poteet ISD,7,Atascosa County,20,San Antonio,<150,<75,55.4,<25,6.9,<25,12.5,2024
8901,Bellville ISD,8,Austin County,6,Huntsville,174,104,59.8,27,26.0,51,49.0,2024
8902,Sealy ISD,8,Austin County,6,Huntsville,<200,<125,55.3,<25,17.4,<50,38.5,2024
8903,Brazos ISD,8,Austin County,6,Huntsville,<75,<75,92.2,<25,11.9,<25,25.4,2024
9901,Muleshoe ISD,9,Bailey County,17,Lubbock,<100,<100,92.8,<25,11.7,<25,16.9,2024
10901,Medina ISD,10,Bandera County,20,San Antonio,<25,<25,27.8,<25,40.0,<25,40.0,2024
10902,Bandera ISD,10,Bandera County,20,San Antonio,<175,<175,91.1,<25,11.7,<50,18.8,2024
11901,Bastrop ISD,11,Bastrop County,13,Austin,"1,017",817,80.3,63,7.7,136,16.6,2024
11902,Elgin ISD,11,Bastrop County,13,Austin,<425,<400,89.8,<25,3.9,<50,8.7,2024
11904,Smithville ISD,11,Bastrop County,13,Austin,<150,<125,88.6,<25,11.1,<50,26.5,2024
11905,McDade ISD,11,Bastrop County,13,Austin,<25,<25,100.0,<25,4.2,<25,20.8,2024
12901,Seymour ISD,12,Baylor County,9,Wichita Falls,46,33,71.7,7,21.2,8,24.2,2024
13901,Beeville ISD,13,Bee County,2,Corpus Christi,<225,<150,68.5,<25,2.7,<25,8.2,2024
13903,Pettus ISD,13,Bee County,2,Corpus Christi,<25,<25,14.3,<25,33.3,<25,33.3,2024
13905,Skidmore-Tynan ISD,13,Bee County,2,Corpus Christi,<75,<25,29.0,<25,16.7,<25,22.2,2024
14801,Richard Milburn Alter HS,14,Bell County,20,San Antonio,<350,<25,1.8,<25,,<25,,2024
14803,Priority Charter Schools,14,Bell County,12,Waco,<25,<25,50.0,<25,,<25,8.3,2024
14804,Orenda Charter School,14,Bell County,12,Waco,<125,<125,98.2,<50,27.0,<50,40.5,2024
14901,Academy ISD,14,Bell County,12,Waco,113,77,68.1,16,20.8,30,39.0,2024
14902,Bartlett ISD,14,Bell County,13,Austin,<50,<50,97.0,<25,,<25,,2024
14903,Belton ISD,14,Bell County,12,Waco,"1,009",933,92.5,102,10.9,198,21.2,2024
14905,Holland ISD,14,Bell County,12,Waco,<50,<50,73.3,<25,9.1,<25,33.3,2024
14906,Killeen ISD,14,Bell County,12,Waco,"2,565","2,360",92.0,186,7.9,466,19.7,2024
14907,Rogers ISD,14,Bell County,12,Waco,<75,<25,26.6,<25,23.5,<25,58.8,2024
14908,Salado ISD,14,Bell County,12,Waco,180,75,41.7,24,32.0,39,52.0,2024
14909,Temple ISD,14,Bell County,12,Waco,<650,<425,63.0,<25,5.7,<75,14.4,2024
14910,Troy ISD,14,Bell County,12,Waco,<125,<100,76.7,<25,10.1,<25,16.9,2024
15801,Por Vida Academy,15,Bexar County,20,San Antonio,<100,<25,4.9,<25,,<25,,2024
15802,George Gervin Academy,15,Bexar County,20,San Antonio,<75,<50,53.1,<25,,<25,,2024
15805,New Frontiers Public Schools Inc,15,Bexar County,20,San Antonio,<50,<50,100.0,<25,6.1,<25,16.3,2024
15806,Legacy Traditional Schools-Texas,15,Bexar County,20,San Antonio,<25,<25,100.0,<25,4.5,<25,,2024
15807,Southwest Preparatory School,15,Bexar County,20,San Antonio,<50,<50,57.8,<25,,<25,,2024
15808,Inspire Academies,15,Bexar County,20,San Antonio,<50,<50,64.3,<25,3.7,<25,11.1,2024
15815,Heritage Academy,15,Bexar County,20,San Antonio,<50,<50,97.1,<25,,<25,,2024
15822,Jubilee Academies,15,Bexar County,20,San Antonio,<175,<175,100.0,<25,2.3,<25,8.0,2024
15827,School of Science and Technology,15,Bexar County,20,San Antonio,<25,<75,,<25,23.6,<25,38.2,2024
15828,Harmony Public Schools-South Texas,15,Bexar County,20,San Antonio,<325,<325,100.0,<50,14.5,<100,31.3,2024
15830,Somerset Academies of Texas,15,Bexar County,20,San Antonio,<125,<100,70.5,<25,7.0,<25,10.5,2024
15831,School of Science and Technology,15,Bexar County,20,San Antonio,<25,<75,,<25,19.6,<25,35.7,2024
15833,Henry Ford Academy Alameda,15,Bexar County,20,San Antonio,<25,<25,10.0,<25,,<25,,2024
15834,Basis Texas,15,Bexar County,20,San Antonio,<75,<75,100.0,<75,93.2,<75,95.9,2024
15835,Great Hearts Texas,15,Bexar County,20,San Antonio,<175,<175,100.0,<100,48.1,<125,67.9,2024
15838,Compass Rose Public Schools,15,Bexar County,20,San Antonio,<75,<75,94.7,<25,1.9,<25,9.3,2024
15840,San Antonio STEAM Academy,15,Bexar County,20,San Antonio,<25,<25,,<25,,<25,,2024
15901,Alamo Heights ISD,15,Bexar County,20,San Antonio,385,358,93.0,144,40.2,206,57.5,2024
15904,Harlandale ISD,15,Bexar County,20,San Antonio,948,742,78.3,22,3.0,79,10.6,2024
15905,Edgewood ISD,15,Bexar County,20,San Antonio,<500,<375,75.3,<25,0.8,<25,4.7,2024
15906,Randolph Field ISD,15,Bexar County,20,San Antonio,<125,<125,98.2,<50,25.0,<50,44.4,2024
15907,San Antonio ISD,15,Bexar County,20,San Antonio,"2,743","2,493",90.9,139,5.6,258,10.3,2024
15908,South San Antonio ISD,15,Bexar County,20,San Antonio,<500,<425,82.2,<25,2.0,<50,6.2,2024
15909,Somerset ISD,15,Bexar County,20,San Antonio,<350,<300,88.7,<25,3.1,<25,5.2,2024
15910,North East ISD,15,Bexar County,20,San Antonio,"4,462","4,160",93.2,886,21.3,"1,451",34.9,2024
15911,East Central ISD,15,Bexar County,20,San Antonio,<800,<650,81.8,<25,2.4,<75,9.8,2024
15912,Southwest ISD,15,Bexar County,20,San Antonio,997,959,96.2,34,3.5,97,10.1,2024
15913,Lackland ISD,15,Bexar County,20,San Antonio,<50,<50,100.0,<25,12.5,<25,27.5,2024
15914,Ft Sam Houston ISD,15,Bexar County,20,San Antonio,<125,<125,100.0,<50,21.2,<50,35.6,2024
15915,Northside ISD,15,Bexar County,20,San Antonio,"7,298","6,719",92.1,827,12.3,"1,546",23.0,2024
15916,Judson ISD,15,Bexar County,20,San Antonio,"1,674","1,688",100.0,118,7.0,208,12.3,2024
15917,Southside ISD,15,Bexar County,20,San Antonio,<400,<350,87.3,<25,2.4,<25,5.6,2024
16901,Johnson City ISD,16,Blanco County,13,Austin,<75,<75,98.2,<25,19.6,<25,39.3,2024
16902,Blanco ISD,16,Blanco County,13,Austin,<100,<100,96.2,<25,10.5,<25,23.7,2024
17901,Borden County ISD,17,Borden County,17,Lubbock,<25,<25,90.9,<25,20.0,<25,30.0,2024
18901,Clifton ISD,18,Bosque County,12,Waco,<75,<75,100.0,<25,18.6,<25,30.0,2024
18902,Meridian ISD,18,Bosque County,12,Waco,<25,<25,100.0,<25,,<25,16.7,2024
18903,Morgan ISD,18,Bosque County,12,Waco,<25,<25,72.7,<25,,<25,,2024
18904,Valley Mills ISD,18,Bosque County,12,Waco,<50,<50,93.2,<25,2.4,<25,17.1,2024
18906,Iredell ISD,18,Bosque County,12,Waco,<25,<25,70.0,<25,42.9,<25,57.1,2024
18907,Kopperl ISD,18,Bosque County,12,Waco,<25,<25,100.0,<25,,<25,,2024
18908,Cranfills Gap ISD,18,Bosque County,12,Waco,<25,<25,66.7,<25,,<25,25.0,2024
19901,DeKalb ISD,19,Bowie County,8,Mt Pleasant,62,54,87.1,9,16.7,8,14.8,2024
19902,Hooks ISD,19,Bowie County,8,Mt Pleasant,62,54,87.1,14,25.9,15,27.8,2024
19903,Maud ISD,19,Bowie County,8,Mt Pleasant,<50,<50,97.1,<25,3.0,<25,12.1,2024
19905,New Boston ISD,19,Bowie County,8,Mt Pleasant,<100,<100,92.6,<25,6.7,<25,10.7,2024
19906,Redwater ISD,19,Bowie County,8,Mt Pleasant,<100,<100,100.0,<25,14.1,<25,24.7,2024
19907,Texarkana ISD,19,Bowie County,8,Mt Pleasant,457,220,48.1,61,27.7,74,33.6,2024
19908,Liberty-Eylau ISD,19,Bowie County,8,Mt Pleasant,<150,<150,90.1,<25,5.5,<25,6.3,2024
19909,Simms ISD,19,Bowie County,8,Mt Pleasant,<50,<50,91.4,<25,18.8,<25,18.8,2024
19912,Pleasant Grove ISD,19,Bowie County,8,Mt Pleasant,<175,<175,96.4,<50,30.6,<75,31.9,2024
20901,Alvin ISD,20,Brazoria County,4,Houston,"2,182","1,898",87.0,295,15.5,524,27.6,2024
20902,Angleton ISD,20,Brazoria County,4,Houston,<500,<175,30.7,<25,12.5,<50,27.0,2024
20904,Danbury ISD,20,Brazoria County,4,Houston,<75,<25,44.4,<25,20.8,<25,25.0,2024
20905,Brazosport ISD,20,Brazoria County,4,Houston,872,683,78.3,53,7.8,126,18.4,2024
20906,Sweeny ISD,20,Brazoria County,4,Houston,<150,<150,96.5,<25,7.9,<50,18.0,2024
20907,Columbia-Brazoria ISD,20,Brazoria County,4,Houston,<225,<100,43.1,<25,6.9,<25,19.5,2024
20908,Pearland ISD,20,Brazoria County,4,Houston,"1,724",993,57.6,452,45.5,642,64.7,2024
21901,College Station ISD,21,Brazos County,6,Huntsville,"1,005",657,65.4,312,47.5,426,64.8,2024
21902,Bryan ISD,21,Brazos County,6,Huntsville,"1,096",679,62.0,80,11.8,154,22.7,2024
22004,Terlingua CSD,22,Brewster County,18,Midland,<25,<25,58.3,<25,14.3,<25,14.3,2024
22901,Alpine ISD,22,Brewster County,18,Midland,<100,<50,53.2,<25,21.4,<25,42.9,2024
22902,Marathon ISD,22,Brewster County,18,Midland,<25,<25,75.0,<25,,<25,,2024
23902,Silverton ISD,23,Briscoe County,16,Amarillo,<25,<25,95.2,<25,,<25,10.0,2024
24901,Brooks County ISD,24,Brooks County,1,Edinburg,<100,<25,25.0,<25,,<25,9.5,2024
25901,Bangs ISD,25,Brown County,15,San Angelo,<75,<50,92.3,<25,12.5,<25,14.6,2024
25902,Brownwood ISD,25,Brown County,15,San Angelo,<225,<150,72.6,<25,10.3,<50,25.3,2024
25905,May ISD,25,Brown County,15,San Angelo,<25,<25,82.6,<25,,<25,15.8,2024
25906,Zephyr ISD,25,Brown County,15,San Angelo,<25,<25,30.0,<25,,<25,33.3,2024
25908,Brookesmith ISD,25,Brown County,15,San Angelo,<25,<25,58.3,<25,14.3,<25,,2024
25909,Early ISD,25,Brown County,15,San Angelo,<100,<50,44.6,<25,45.9,<25,59.5,2024
26901,Caldwell ISD,26,Burleson County,6,Huntsville,<150,<75,46.7,<25,14.3,<25,36.5,2024
26902,Somerville ISD,26,Burleson County,6,Huntsville,<50,<50,96.6,<25,3.6,<25,7.1,2024
26903,Snook ISD,26,Burleson County,6,Huntsville,<50,<25,60.0,<25,,<25,5.6,2024
27903,Burnet CISD,27,Burnet County,13,Austin,<250,<225,89.0,<25,10.0,<50,19.9,2024
27904,Marble Falls ISD,27,Burnet County,13,Austin,<325,<275,82.8,<50,10.2,<75,21.1,2024
28902,Lockhart ISD,28,Caldwell County,13,Austin,<525,<425,80.7,<50,6.2,<75,12.6,2024
28903,Luling ISD,28,Caldwell County,13,Austin,<100,<100,94.8,<25,2.2,<25,13.0,2024
28906,Prairie Lea ISD,28,Caldwell County,13,Austin,<25,<25,35.7,<25,,<25,,2024
29901,Calhoun County ISD,29,Calhoun County,3,Victoria,238,100,42.0,12,12.0,22,22.0,2024
30901,Cross Plains ISD,30,Callahan County,14,Abilene,<50,<50,100.0,<25,,<25,7.4,2024
30902,Clyde CISD,30,Callahan County,14,Abilene,<125,<75,52.3,<25,19.3,<25,35.1,2024
30903,Baird ISD,30,Callahan County,14,Abilene,<25,<25,68.2,<25,20.0,<25,26.7,2024
30906,Eula ISD,30,Callahan County,14,Abilene,<25,<25,100.0,<25,20.0,<25,25.0,2024
31505,University of Texas Rio Grande Val,31,Cameron County,1,Edinburg,<25,<50,,<25,68.8,<50,93.8,2024
31901,Brownsville ISD,31,Cameron County,1,Edinburg,"2,880","1,562",54.2,153,9.8,314,20.1,2024
31903,Harlingen CISD,31,Cameron County,1,Edinburg,"1,269","1,096",86.4,71,6.5,139,12.7,2024
31905,La Feria ISD,31,Cameron County,1,Edinburg,<250,<100,36.3,<25,12.6,<25,25.3,2024
31906,Los Fresnos CISD,31,Cameron County,1,Edinburg,733,235,32.1,52,22.1,104,44.3,2024
31909,Point Isabel ISD,31,Cameron County,1,Edinburg,143,128,89.5,7,5.5,18,14.1,2024
31911,Rio Hondo ISD,31,Cameron County,1,Edinburg,<125,<75,51.9,<25,5.6,<25,7.4,2024
31912,San Benito CISD,31,Cameron County,1,Edinburg,688,592,86.0,16,2.7,56,9.5,2024
31913,Santa Maria ISD,31,Cameron County,1,Edinburg,<50,<50,88.9,<25,2.5,<25,,2024
31914,Santa Rosa ISD,31,Cameron County,1,Edinburg,<100,<25,11.5,<25,,<25,11.1,2024
31916,South Texas ISD,31,Cameron County,1,Edinburg,676,753,100.0,185,24.6,285,37.8,2024
32902,Pittsburg ISD,32,Camp County,8,Mt Pleasant,147,95,64.6,8,8.4,24,25.3,2024
33901,Groom ISD,33,Carson County,16,Amarillo,<25,<25,100.0,<25,8.3,<25,16.7,2024
33902,Panhandle ISD,33,Carson County,16,Amarillo,<50,<50,81.0,<25,23.5,<25,32.4,2024
33904,White Deer ISD,33,Carson County,16,Amarillo,<25,<25,100.0,<25,8.7,<25,8.7,2024
34901,Atlanta ISD,34,Cass County,8,Mt Pleasant,<125,<125,100.0,<25,13.5,<25,16.2,2024
34902,Avinger ISD,34,Cass County,8,Mt Pleasant,<25,<25,100.0,<25,22.2,<25,22.2,2024
34903,Hughes Springs ISD,34,Cass County,8,Mt Pleasant,<75,<50,55.4,<25,13.9,<25,16.7,2024
34905,Linden-Kildare CISD,34,Cass County,8,Mt Pleasant,<50,<25,59.0,<25,8.7,<25,8.7,2024
34906,McLeod ISD,34,Cass County,8,Mt Pleasant,<50,<25,46.4,<25,23.1,<25,23.1,2024
34907,Queen City ISD,34,Cass County,8,Mt Pleasant,<100,<100,89.8,<25,19.0,<25,17.7,2024
34909,Bloomburg ISD,34,Cass County,8,Mt Pleasant,<25,<25,19.0,<25,25.0,<25,25.0,2024
35901,Dimmitt ISD,35,Castro County,16,Amarillo,<75,<75,98.4,<25,6.5,<25,14.5,2024
35902,Hart ISD,35,Castro County,16,Amarillo,<25,<25,46.7,<25,,<25,,2024
35903,Nazareth ISD,35,Castro County,16,Amarillo,<25,<25,100.0,<25,34.8,<25,39.1,2024
36901,Anahuac ISD,36,Chambers County,4,Houston,<125,<75,47.7,<25,2.0,<25,13.7,2024
36902,Barbers Hill ISD,36,Chambers County,4,Houston,436,392,89.9,86,21.9,177,45.2,2024
36903,East Chambers ISD,36,Chambers County,5,Beaumont,<125,<75,65.7,<25,4.3,<25,23.2,2024
37901,Alto ISD,37,Cherokee County,7,Kilgore,<50,<25,42.9,<25,13.3,<25,26.7,2024
37904,Jacksonville ISD,37,Cherokee County,7,Kilgore,<325,<300,88.0,<25,5.3,<50,9.8,2024
37907,Rusk ISD,37,Cherokee County,7,Kilgore,<150,<125,98.4,<25,4.8,<25,10.5,2024
37908,New Summerfield ISD,37,Cherokee County,7,Kilgore,<50,<25,79.3,<25,,<25,8.7,2024
37909,Wells ISD,37,Cherokee County,7,Kilgore,<25,<25,52.6,<25,,<25,10.0,2024
38901,Childress ISD,38,Childress County,16,Amarillo,<75,<75,95.5,<25,14.1,<25,20.3,2024
39902,Henrietta ISD,39,Clay County,9,Wichita Falls,64,51,79.7,10,19.6,15,29.4,2024
39903,Petrolia CISD,39,Clay County,9,Wichita Falls,<50,<25,56.0,<25,7.1,<25,21.4,2024
39904,Bellevue ISD,39,Clay County,9,Wichita Falls,<25,<25,84.6,<25,9.1,<25,18.2,2024
39905,Midway ISD,39,Clay County,9,Wichita Falls,<25,<25,90.0,<25,44.4,<25,33.3,2024
40901,Morton ISD,40,Cochran County,17,Lubbock,<25,<25,92.9,<25,,<25,,2024
40902,Whiteface CISD,40,Cochran County,17,Lubbock,<50,<50,100.0,<25,6.5,<25,9.7,2024
41901,Bronte ISD,41,Coke County,15,San Angelo,<25,<25,90.0,<25,22.2,<25,22.2,2024
41902,Robert Lee ISD,41,Coke County,15,San Angelo,<25,<25,100.0,<25,8.3,<25,20.8,2024
42901,Coleman ISD,42,Coleman County,15,San Angelo,<50,<50,79.1,<25,11.8,<25,26.5,2024
42903,Santa Anna ISD,42,Coleman County,15,San Angelo,<25,<25,100.0,<25,11.8,<25,23.5,2024
42905,Panther Creek CISD,42,Coleman County,15,San Angelo,<25,<25,63.6,<25,14.3,<25,14.3,2024
43801,Imagine International Academy,43,Collin County,10,Richardson,43,49,100.0,35,71.4,39,79.6,2024
43901,Allen ISD,43,Collin County,10,Richardson,"1,753","1,656",94.5,761,46.0,"1,018",61.5,2024
43902,Anna ISD,43,Collin County,10,Richardson,328,299,91.2,28,9.4,64,21.4,2024
43903,Celina ISD,43,Collin County,10,Richardson,282,260,92.2,49,18.8,70,26.9,2024
43904,Farmersville ISD,43,Collin County,10,Richardson,<175,<100,60.4,<25,16.1,<50,36.6,2024
43905,Frisco ISD,43,Collin County,10,Richardson,"5,225","5,101",97.6,"2,435",47.7,"3,167",62.1,2024
43907,McKinney ISD,43,Collin County,10,Richardson,"1,842","1,725",93.6,466,27.0,767,44.5,2024
43908,Melissa ISD,43,Collin County,10,Richardson,377,268,71.1,91,34.0,150,56.0,2024
43910,Plano ISD,43,Collin County,10,Richardson,"3,577","3,369",94.2,"1,395",41.4,"1,832",54.4,2024
43911,Princeton ISD,43,Collin County,10,Richardson,513,138,26.9,30,21.7,52,37.7,2024
43912,Prosper ISD,43,Collin County,10,Richardson,"1,569","1,487",94.8,550,37.0,788,53.0,2024
43914,Wylie ISD,43,Collin County,10,Richardson,"1,332","1,263",94.8,350,27.7,592,46.9,2024
43917,Blue Ridge ISD,43,Collin County,10,Richardson,<75,<50,61.2,<25,4.9,<25,14.6,2024
43918,Community ISD,43,Collin County,10,Richardson,247,231,93.5,17,7.4,32,13.9,2024
43919,Lovejoy ISD,43,Collin County,10,Richardson,<400,<400,99.7,<200,48.1,<275,67.5,2024
44902,Wellington ISD,44,Collingsworth County,16,Amarillo,38,27,71.1,7,25.9,8,29.6,2024
45902,Columbus ISD,45,Colorado County,4,Houston,<150,<125,90.4,<25,9.0,<50,23.0,2024
45903,Rice CISD,45,Colorado County,3,Victoria,<150,<75,41.7,<25,1.9,<25,5.7,2024
45905,Weimar ISD,45,Colorado County,3,Victoria,<50,<50,84.1,<25,8.1,<25,29.7,2024
46901,New Braunfels ISD,46,Comal County,20,San Antonio,714,560,78.4,94,16.8,184,32.9,2024
46902,Comal ISD,46,Comal County,20,San Antonio,"2,098","1,974",94.1,443,22.4,794,40.2,2024
47901,Comanche ISD,47,Comanche County,14,Abilene,<100,<50,49.4,<25,10.3,<25,23.1,2024
47902,De Leon ISD,47,Comanche County,14,Abilene,<75,<50,71.7,<25,10.5,<25,10.5,2024
47903,Gustine ISD,47,Comanche County,14,Abilene,<25,<25,83.3,<25,,<25,40.0,2024
47905,Sidney ISD,47,Comanche County,14,Abilene,<25,<25,55.6,<25,20.0,<25,,2024
48901,Eden CISD,48,Concho County,15,San Angelo,<25,<25,68.4,<25,15.4,<25,7.7,2024
48903,Paint Rock ISD,48,Concho County,15,San Angelo,<25,<25,56.3,<25,22.2,<25,33.3,2024
49901,Gainesville ISD,49,Cooke County,11,Fort Worth,<200,<100,41.7,<25,9.3,<25,24.0,2024
49902,Muenster ISD,49,Cooke County,11,Fort Worth,<50,<50,100.0,<25,21.1,<25,47.4,2024
49903,Valley View ISD,49,Cooke County,11,Fort Worth,<75,<50,48.4,<25,10.0,<25,30.0,2024
49905,Callisburg ISD,49,Cooke County,11,Fort Worth,<100,<75,77.9,<25,15.0,<25,31.7,2024
49906,Era ISD,49,Cooke County,11,Fort Worth,<50,<25,47.5,<25,10.5,<25,31.6,2024
49907,Lindsay ISD,49,Cooke County,11,Fort Worth,<50,<50,86.2,<25,20.0,<25,40.0,2024
50901,Evant ISD,50,Coryell County,12,Waco,<25,<25,30.0,<25,33.3,<25,66.7,2024
50902,Gatesville ISD,50,Coryell County,12,Waco,173,91,52.6,23,25.3,28,30.8,2024
50904,Oglesby ISD,50,Coryell County,12,Waco,<25,<25,100.0,<25,,<25,,2024
